nimi,gml_id,kunta,vuosi,namn,name,municipality_name_fi,municipality_name_sv,municipality_name_en,kuntaryhmitys_code,kuntaryhmitys_name_fi,kuntaryhmitys_name_sv,kuntaryhmitys_name_en,avi_code,avi_name_fi,avi_name_sv,avi_name_en,ely_code,ely_name_fi,ely_name_sv,ely_name_en,maakunta_code,maakunta_name_fi,maakunta_name_sv,maakunta_name_en,kielisuhde_code,kielisuhde_name_fi,kielisuhde_name_sv,kielisuhde_name_en,seutukunta_code,seutukunta_name_fi,seutukunta_name_sv,seutukunta_name_en,year,suuralue_code,suuralue_name_fi,suuralue_name_sv,suuralue_name_en,sairaanhoitop_code,sairaanhoitop_name_fi,sairaanhoitop_name_sv,sairaanhoitop_name_en,nuts1_code,nuts1_name_fi,nuts1_name_sv,nuts1_name_en,nuts2_code,nuts2_name_fi,nuts2_name_sv,nuts2_name_en,nuts3_code,nuts3_name_fi,nuts3_name_sv,nuts3_name_en,vaalipiiri_code,vaalipiiri_name_fi,vaalipiiri_name_sv,vaalipiiri_name_en,hyvinvointialue_code,hyvinvointialue_name_fi,hyvinvointialue_name_sv,hyvinvointialue_name_en,municipality_code,kunta_name,name_fi,name_sv,erva_code,erva_name_fi,erva_name_sv,erva_name_en,kela_vakuutuspiiri_name_fi,kela_vakuutuspiiri_code,kela_vakuutuspiiri_name_sv,kela_vakuutuspiiri_name_en,kela_asumistukialue_name_fi,kela_asumistukialue_code,kela_asumistukialue_name_sv,kela_asumistukialue_name_en,pienituloisuusaste,mokit_lkm,lights_mean
Eckerö,kunta4500k_2022.9,"43","2022",Eckerö,Eckerö,Eckerö,Eckerö,Eckerö,"3",Maaseutumaiset kunnat,Landsbygdskommuner,Rural municipalities,"7",Ahvenanmaan valtionvirasto,Statens ämbetsverk på Åland,State Department of Åland,"16",Ahvenanmaa,Åland,Åland,"21",Ahvenanmaa,Åland,Åland,"2",Yksikielinen ruotsinkielinen kunta,Enspråkig svensk kommun,Monolingual Swedish-speaking municipality,"212",Ålands landsbygd,Ålands landsbygd,Ålands landsbygd,2022,"5",Ahvenanmaa,Åland,Åland,"0",Ahvenanmaa,Åland,Åland,FI2,ÅLAND,ÅLAND,ÅLAND,FI20,Åland,Åland,Åland,FI200,Åland,Åland,Åland,"5",Ahvenanmaan maakunnan vaalipiiri,Landskapet Ålands valkrets,Åland constituency,"91",Ahvenanmaa,Åland,Åland,"43",Eckerö,Eckerö,Eckerö,"6",Ahvenanmaa,Åland,Åland,Läntinen vakuutuspiiri,2,Västra försäkringsdistriktet,Western Insurance District,IV kuntaryhmä,4,Kommungrupp IV,Municipality in category IV,12.1,"794",0.84791812122516
Enonkoski,kunta4500k_2022.10,"46","2022",Enonkoski,Enonkoski,Enonkoski,Enonkoski,Enonkoski,"3",Maaseutumaiset kunnat,Landsbygdskommuner,Rural municipalities,"3",Itä-Suomen AVI,Östra Finlands RFV,Eastern Finland AVI,"7",Etelä-Savon ELY-keskus,NTM-centralen i Södra Savolax,South Savo ELY Centre,"10",Etelä-Savo,Södra Savolax,South Savo,"0",Yksikielinen suomenkielinen kunta,Enspråkig finsk kommun,Monolingual Finnish-speaking municipality,"103",Savonlinna,Nyslott,Savonlinna,2022,"4",Pohjois- ja Itä-Suomi,Norra och Östra Finland,Northern and Eastern Finland,"11",Itä-Savon SHP,Östra Savolax SVD,Itä-Savo Hospital District,FI1,MANNER-SUOMI,FASTLANDSFINLAND,MAINLAND FINLAND,FI1D,Pohjois- ja Itä-Suomi,Norra och Östra Finland,Northern and Eastern Finland,FI1D1,Etelä-Savo,Södra Savolax,South Savo,"8",Kaakkois-Suomen vaalipiiri,Sydöstra Finlands valkrets,Southeast Finland constituency,"12",Etelä-Savon hyvinvointialue,Södra Savolax välfärdsområde,South Savo wellbeing services county,"46",Enonkoski,Enonkoski,Enonkoski,"4",Kuopion yliopistollisen sairaalan erityisvastuualue,Kuopio universitetssjukhus specialupptagningsområdet,Kuopio University Hospital specific catchment area,Itäinen vakuutuspiiri,4,Östra försäkringsdistriktet,Eastern Insurance District,IV kuntaryhmä,4,Kommungrupp IV,Municipality in category IV,18.3,"758",1.7168540561741
Enontekiö,kunta4500k_2022.11,"47","2022",Enontekis,Enontekiö,Enontekiö,Enontekis,Enontekiö,"3",Maaseutumaiset kunnat,Landsbygdskommuner,Rural municipalities,"6",Lapin AVI,Lapplands RFV,Lapland AVI,"15",Lapin ELY-keskus,NTM-centralen i Lappland,Lapland ELY Centre,"19",Lappi,Lappland,Lapland,"0",Yksikielinen suomenkielinen kunta,Enspråkig finsk kommun,Monolingual Finnish-speaking municipality,"196",Tunturi-Lappi,Tunturi-Lappi,Tunturi-Lappi,2022,"4",Pohjois- ja Itä-Suomi,Norra och Östra Finland,Northern and Eastern Finland,"21",Lapin SHP,Lapplands SVD,Lappi Hospital District,FI1,MANNER-SUOMI,FASTLANDSFINLAND,MAINLAND FINLAND,FI1D,Pohjois- ja Itä-Suomi,Norra och Östra Finland,Northern and Eastern Finland,FI1D7,Lappi,Lappland,Lapland,"13",Lapin vaalipiiri,Lapplands valkrets,Lapland constituency,"21",Lapin hyvinvointialue,Lapplands välfärdsområde,Lapland wellbeing services county,"47",Enontekiö,Enontekiö,Enontekis,"5",Oulun yliopistollisen sairaalan erityisvastuualue,Uleåborgs universitetssjukhus specialupptagningsområdet,Oulu University Hospital specific catchment area,Pohjoinen vakuutuspiiri,5,Norra försäkringsdistriktet,Northern Insurance District,IV kuntaryhmä,4,Kommungrupp IV,Municipality in category IV,18.1,"1588",4.7946241759209
Espoo,kunta4500k_2022.12,"49","2022",Esbo,Espoo,Espoo,Esbo,Espoo,"1",Kaupunkimaiset kunnat,Urbana kommuner,Urban municipalities,"1",Etelä-Suomen AVI,Södra Finlands RFV,Southern Finland AVI,"1",Uudenmaan ELY-keskus,NTM-centralen i Nyland,Uusimaa ELY Centre,"1",Uusimaa,Nyland,Uusimaa,"1","Kaksikielinen kunta, jossa enemmistön kieli on suomi",Tvåspråkig kommun med finska som flertalets språk,Bilingual municipality with Finnish-speaking majority,"11",Helsinki,Helsingfors,Helsinki,2022,"1",Helsinki-Uusimaa,Helsingfors - Nyland,Helsinki-Uusimaa,"25",Helsingin ja Uudenmaan SHP,Helsingfors och Nylands SVD,Helsinki and Uusimaa Hospital District,FI1,MANNER-SUOMI,FASTLANDSFINLAND,MAINLAND FINLAND,FI1B,Helsinki-Uusimaa,Helsingfors-Nyland,Helsinki-Uusimaa,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,Helsinki-Uusimaa,"2",Uudenmaan vaalipiiri,Nylands valkrets,Uusimaa constituency,"3",Länsi-Uudenmaan hyvinvointialue,Västra Nylands välfärdsområde,West Uusimaa wellbeing services county,"49",Espoo,Espoo,Esbo,"1",Helsingin yliopistollisen keskussairaalan erityisvastuualue,Helsingfors universitetscentralsjukhus specialupptagningsområdet,Helsinki University Hospital specific catchment area,Eteläinen vakuutuspiiri,1,Södra försäkringsdistriktet,Southern Insurance District,II kuntaryhmä,2,Kommungrupp II,Municipality in category II,10.2,"1742",23.2678523381644
Eura,kunta4500k_2022.13,"50","2022",Eura,Eura,Eura,Eura,Eura,"2",Taajaan asutut kunnat,Tätortskommuner,Semi-urban municipalities,"2",Lounais-Suomen AVI,Sydvästra Finlands RFV,Southwestern Finland AVI,"3",Satakunnan ELY-keskus,NTM-centralen i Satakunta,Satakunta ELY Centre,"4",Satakunta,Satakunta,Satakunta,"0",Yksikielinen suomenkielinen kunta,Enspråkig finsk kommun,Monolingual Finnish-speaking municipality,"41",Rauma,Raumo,Rauma,2022,"3",Länsi-Suomi,Västra Finland,Western Finland,"4",Satakunnan SHP,Satakunta SVD,Satakunta Hospital District,FI1,MANNER-SUOMI,FASTLANDSFINLAND,MAINLAND FINLAND,FI19,Länsi-Suomi,Västra Finland,Western Finland,FI196,Satakunta,Satakunta,Satakunta,"4",Satakunnan vaalipiiri,Satakunta valkrets,Satakunta constituency,"6",Satakunnan hyvinvointialue,Satakunta välfärdsområde,Satakunta wellbeing services county,"50",Eura,Eura,Eura,"2",Turun yliopistollisen sairaalan erityisvastuualue,Åbo universitetssjukhus specialupptagningsområdet,Turku University Hospital specific catchment area,Läntinen vakuutuspiiri,2,Västra försäkringsdistriktet,Western Insurance District,IV kuntaryhmä,4,Kommungrupp IV,Municipality in category IV,12,"1276",2.68620464045108
Eurajoki,kunta4500k_2022.14,"51","2022",Euraåminne,Eurajoki,Eurajoki,Euraåminne,Eurajoki,"3",Maaseutumaiset kunnat,Landsbygdskommuner,Rural municipalities,"2",Lounais-Suomen AVI,Sydvästra Finlands RFV,Southwestern Finland AVI,"3",Satakunnan ELY-keskus,NTM-centralen i Satakunta,Satakunta ELY Centre,"4",Satakunta,Satakunta,Satakunta,"0",Yksikielinen suomenkielinen kunta,Enspråkig finsk kommun,Monolingual Finnish-speaking municipality,"41",Rauma,Raumo,Rauma,2022,"3",Länsi-Suomi,Västra Finland,Western Finland,"4",Satakunnan SHP,Satakunta SVD,Satakunta Hospital District,FI1,MANNER-SUOMI,FASTLANDSFINLAND,MAINLAND FINLAND,FI19,Länsi-Suomi,Västra Finland,Western Finland,FI196,Satakunta,Satakunta,Satakunta,"4",Satakunnan vaalipiiri,Satakunta valkrets,Satakunta constituency,"6",Satakunnan hyvinvointialue,Satakunta välfärdsområde,Satakunta wellbeing services county,"51",Eurajoki,Eurajoki,Euraåminne,"2",Turun yliopistollisen sairaalan erityisvastuualue,Åbo universitetssjukhus specialupptagningsområdet,Turku University Hospital specific catchment area,Läntinen vakuutuspiiri,2,Västra försäkringsdistriktet,Western Insurance District,IV kuntaryhmä,4,Kommungrupp IV,Municipality in category IV,8.1,"2456",3.41264927035795
Evijärvi,kunta4500k_2022.15,"52","2022",Evijärvi,Evijärvi,Evijärvi,Evijärvi,Evijärvi,"3",Maaseutumaiset kunnat,Landsbygdskommuner,Rural municipalities,"4",Länsi- ja Sisä-Suomen AVI,Västra och Inre Finlands RFV,Western and Inland Finland AVI,"11",Etelä-Pohjanmaan ELY-keskus,NTM-centralen i Södra Österbotten,South Ostrobothnia ELY Centre,"14",Etelä-Pohjanmaa,Södra Österbotten,South Ostrobothnia,"0",Yksikielinen suomenkielinen kunta,Enspråkig finsk kommun,Monolingual Finnish-speaking municipality,"146",Järviseutu,Järviseutu,Järviseutu,2022,"3",Länsi-Suomi,Västra Finland,Western Finland,"15",Etelä-Pohjanmaan SHP,Syd-Österbottens SVD,South Ostrobothnia Hospital District,FI1,MANNER-SUOMI,FASTLANDSFINLAND,MAINLAND FINLAND,FI19,Länsi-Suomi,Västra Finland,Western Finland,FI194,Etelä-Pohjanmaa,Södra Österbotten,South Ostrobothnia,"10",Vaasan vaalipiiri,Vasa valkrets,Vaasa constituency,"16",Etelä-Pohjanmaan hyvinvointialue,Södra Österbottens välfärdsområde,South Ostrobothnia wellbeing services county,"52",Evijärvi,Evijärvi,Evijärvi,"3",Tampereen yliopistollisen sairaalan erityisvastuualue,Tammerfors universitetssjukhus specialupptagningsområdet,Tampere University Hospital specific catchment area,Keskinen vakuutuspiiri,3,Mellersta försäkringsdistriktet,Central Insurance District,IV kuntaryhmä,4,Kommungrupp IV,Municipality in category IV,13,"702",3.62385917880705
Finström,kunta4500k_2022.16,"60","2022",Finström,Finström,Finström,Finström,Finström,"3",Maaseutumaiset kunnat,Landsbygdskommuner,Rural municipalities,"7",Ahvenanmaan valtionvirasto,Statens ämbetsverk på Åland,State Department of Åland,"16",Ahvenanmaa,Åland,Åland,"21",Ahvenanmaa,Åland,Åland,"2",Yksikielinen ruotsinkielinen kunta,Enspråkig svensk kommun,Monolingual Swedish-speaking municipality,"212",Ålands landsbygd,Ålands landsbygd,Ålands landsbygd,2022,"5",Ahvenanmaa,Åland,Åland,"0",Ahvenanmaa,Åland,Åland,FI2,ÅLAND,ÅLAND,ÅLAND,FI20,Åland,Åland,Åland,FI200,Åland,Åland,Åland,"5",Ahvenanmaan maakunnan vaalipiiri,Landskapet Ålands valkrets,Åland constituency,"91",Ahvenanmaa,Åland,Åland,"60",Finström,Finström,Finström,"6",Ahvenanmaa,Åland,Åland,Läntinen vakuutuspiiri,2,Västra försäkringsdistriktet,Western Insurance District,IV kuntaryhmä,4,Kommungrupp IV,Municipality in category IV,10.4,"514",1.59679060682808
Föglö,kunta4500k_2022.18,"62","2022",Föglö,Föglö,Föglö,Föglö,Föglö,"3",Maaseutumaiset kunnat,Landsbygdskommuner,Rural municipalities,"7",Ahvenanmaan valtionvirasto,Statens ämbetsverk på Åland,State Department of Åland,"16",Ahvenanmaa,Åland,Åland,"21",Ahvenanmaa,Åland,Åland,"2",Yksikielinen ruotsinkielinen kunta,Enspråkig svensk kommun,Monolingual Swedish-speaking municipality,"213",Ålands skärgård,Ålands skärgård,Ålands skärgård,2022,"5",Ahvenanmaa,Åland,Åland,"0",Ahvenanmaa,Åland,Åland,FI2,ÅLAND,ÅLAND,ÅLAND,FI20,Åland,Åland,Åland,FI200,Åland,Åland,Åland,"5",Ahvenanmaan maakunnan vaalipiiri,Landskapet Ålands valkrets,Åland constituency,"91",Ahvenanmaa,Åland,Åland,"62",Föglö,Föglö,Föglö,"6",Ahvenanmaa,Åland,Åland,Läntinen vakuutuspiiri,2,Västra försäkringsdistriktet,Western Insurance District,IV kuntaryhmä,4,Kommungrupp IV,Municipality in category IV,12,"703",0.676909768333038
Forssa,kunta4500k_2022.17,"61","2022",Forssa,Forssa,Forssa,Forssa,Forssa,"1",Kaupunkimaiset kunnat,Urbana kommuner,Urban municipalities,"1",Etelä-Suomen AVI,Södra Finlands RFV,Southern Finland AVI,"4",Hämeen ELY-keskus,NTM-centralen i Tavastland,Häme ELY Centre,"5",Kanta-Häme,Egentliga Tavastland,Kanta-Häme,"0",Yksikielinen suomenkielinen kunta,Enspråkig finsk kommun,Monolingual Finnish-speaking municipality,"53",Forssa,Forssa,Forssa,2022,"2",Etelä-Suomi,Södra Finland,Southern Finland,"5",Kanta-Hämeen SHP,Centrala Tavastlands SVD,Kanta-Häme Hospital District,FI1,MANNER-SUOMI,FASTLANDSFINLAND,MAINLAND FINLAND,FI1C,Etelä-Suomi,Södra Finland,Southern Finland,FI1C2,Kanta-Häme,Egentliga Tavastland,Kanta-Häme,"6",Hämeen vaalipiiri,Tavastlands valkrets,Häme constituency,"7",Kanta-Hämeen hyvinvointialue,Egentliga Tavastlands välfärdsområde,Kanta-Häme wellbeing services county,"61",Forssa,Forssa,Forssa,"3",Tampereen yliopistollisen sairaalan erityisvastuualue,Tammerfors universitetssjukhus specialupptagningsområdet,Tampere University Hospital specific catchment area,Keskinen vakuutuspiiri,3,Mellersta försäkringsdistriktet,Central Insurance District,IV kuntaryhmä,4,Kommungrupp IV,Municipality in category IV,17.8,"688",9.37615392252525
Geta,kunta4500k_2022.19,"65","2022",Geta,Geta,Geta,Geta,Geta,"3",Maaseutumaiset kunnat,Landsbygdskommuner,Rural municipalities,"7",Ahvenanmaan valtionvirasto,Statens ämbetsverk på Åland,State Department of Åland,"16",Ahvenanmaa,Åland,Åland,"21",Ahvenanmaa,Åland,Åland,"2",Yksikielinen ruotsinkielinen kunta,Enspråkig svensk kommun,Monolingual Swedish-speaking municipality,"212",Ålands landsbygd,Ålands landsbygd,Ålands landsbygd,2022,"5",Ahvenanmaa,Åland,Åland,"0",Ahvenanmaa,Åland,Åland,FI2,ÅLAND,ÅLAND,ÅLAND,FI20,Åland,Åland,Åland,FI200,Åland,Åland,Åland,"5",Ahvenanmaan maakunnan vaalipiiri,Landskapet Ålands valkrets,Åland constituency,"91",Ahvenanmaa,Åland,Åland,"65",Geta,Geta,Geta,"6",Ahvenanmaa,Åland,Åland,Läntinen vakuutuspiiri,2,Västra försäkringsdistriktet,Western Insurance District,IV kuntaryhmä,4,Kommungrupp IV,Municipality in category IV,18,"493",0.527896225452423
Haapajärvi,kunta4500k_2022.20,"69","2022",Haapajärvi,Haapajärvi,Haapajärvi,Haapajärvi,Haapajärvi,"2",Taajaan asutut kunnat,Tätortskommuner,Semi-urban municipalities,"5",Pohjois-Suomen AVI,Norra Finlands RFV,Northern Finland AVI,"13",Pohjois-Pohjanmaan ELY-keskus,NTM-centralen i Norra Österbotten,North Ostrobothnia ELY Centre,"17",Pohjois-Pohjanmaa,Norra Österbotten,North Ostrobothnia,"0",Yksikielinen suomenkielinen kunta,Enspråkig finsk kommun,Monolingual Finnish-speaking municipality,"176",Nivala-Haapajärvi,Nivala-Haapajärvi,Nivala-Haapajärvi,2022,"4",Pohjois- ja Itä-Suomi,Norra och Östra Finland,Northern and Eastern Finland,"18",Pohjois-Pohjanmaan SHP,Norra Österbottens SVD,North Ostrobothnia Hospital District,FI1,MANNER-SUOMI,FASTLANDSFINLAND,MAINLAND FINLAND,FI1D,Pohjois- ja Itä-Suomi,Norra och Östra Finland,Northern and Eastern Finland,FI1D9,Pohjois-Pohjanmaa,Norra Österbotten,North Ostrobothnia,"12",Oulun vaalipiiri,Uleåborgs valkrets,Oulu constituency,"19",Pohjois-Pohjanmaan hyvinvointialue,Norra Österbottens välfärdsområde,North Ostrobothnia wellbeing services county,"69",Haapajärvi,Haapajärvi,Haapajärvi,"5",Oulun yliopistollisen sairaalan erityisvastuualue,Uleåborgs universitetssjukhus specialupptagningsområdet,Oulu University Hospital specific catchment area,Pohjoinen vakuutuspiiri,5,Norra försäkringsdistriktet,Northern Insurance District,IV kuntaryhmä,4,Kommungrupp IV,Municipality in category IV,15,"177",6.91571317681138
Haapavesi,kunta4500k_2022.21,"71","2022",Haapavesi,Haapavesi,Haapavesi,Haapavesi,Haapavesi,"3",Maaseutumaiset kunnat,Landsbygdskommuner,Rural municipalities,"5",Pohjois-Suomen AVI,Norra Finlands RFV,Northern Finland AVI,"13",Pohjois-Pohjanmaan ELY-keskus,NTM-centralen i Norra Österbotten,North Ostrobothnia ELY Centre,"17",Pohjois-Pohjanmaa,Norra Österbotten,North Ostrobothnia,"0",Yksikielinen suomenkielinen kunta,Enspråkig finsk kommun,Monolingual Finnish-speaking municipality,"175",Haapavesi-Siikalatva,Haapavesi-Siikalatva,Haapavesi-Siikalatva,2022,"4",Pohjois- ja Itä-Suomi,Norra och Östra Finland,Northern and Eastern Finland,"18",Pohjois-Pohjanmaan SHP,Norra Österbottens SVD,North Ostrobothnia Hospital District,FI1,MANNER-SUOMI,FASTLANDSFINLAND,MAINLAND FINLAND,FI1D,Pohjois- ja Itä-Suomi,Norra och Östra Finland,Northern and Eastern Finland,FI1D9,Pohjois-Pohjanmaa,Norra Österbotten,North Ostrobothnia,"12",Oulun vaalipiiri,Uleåborgs valkrets,Oulu constituency,"19",Pohjois-Pohjanmaan hyvinvointialue,Norra Österbottens välfärdsområde,North Ostrobothnia wellbeing services county,"71",Haapavesi,Haapavesi,Haapavesi,"5",Oulun yliopistollisen sairaalan erityisvastuualue,Uleåborgs universitetssjukhus specialupptagningsområdet,Oulu University Hospital specific catchment area,Pohjoinen vakuutuspiiri,5,Norra försäkringsdistriktet,Northern Insurance District,IV kuntaryhmä,4,Kommungrupp IV,Municipality in category IV,16,"464",8.83389960095554
Hailuoto,kunta4500k_2022.22,"72","2022",Karlö,Hailuoto,Hailuoto,Karlö,Hailuoto,"3",Maaseutumaiset kunnat,Landsbygdskommuner,Rural municipalities,"5",Pohjois-Suomen AVI,Norra Finlands RFV,Northern Finland AVI,"13",Pohjois-Pohjanmaan ELY-keskus,NTM-centralen i Norra Österbotten,North Ostrobothnia ELY Centre,"17",Pohjois-Pohjanmaa,Norra Österbotten,North Ostrobothnia,"0",Yksikielinen suomenkielinen kunta,Enspråkig finsk kommun,Monolingual Finnish-speaking municipality,"171",Oulu,Uleåborg,Oulu,2022,"4",Pohjois- ja Itä-Suomi,Norra och Östra Finland,Northern and Eastern Finland,"18",Pohjois-Pohjanmaan SHP,Norra Österbottens SVD,North Ostrobothnia Hospital District,FI1,MANNER-SUOMI,FASTLANDSFINLAND,MAINLAND FINLAND,FI1D,Pohjois- ja Itä-Suomi,Norra och Östra Finland,Northern and Eastern Finland,FI1D9,Pohjois-Pohjanmaa,Norra Österbotten,North Ostrobothnia,"12",Oulun vaalipiiri,Uleåborgs valkrets,Oulu constituency,"19",Pohjois-Pohjanmaan hyvinvointialue,Norra Österbottens välfärdsområde,North Ostrobothnia wellbeing services county,"72",Hailuoto,Hailuoto,Karlö,"5",Oulun yliopistollisen sairaalan erityisvastuualue,Uleåborgs universitetssjukhus specialupptagningsområdet,Oulu University Hospital specific catchment area,Pohjoinen vakuutuspiiri,5,Norra försäkringsdistriktet,Northern Insurance District,IV kuntaryhmä,4,Kommungrupp IV,Municipality in category IV,10.8,"658",3.02013693159481
Halsua,kunta4500k_2022.23,"74","2022",Halso,Halsua,Halsua,Halso,Halsua,"3",Maaseutumaiset kunnat,Landsbygdskommuner,Rural municipalities,"4",Länsi- ja Sisä-Suomen AVI,Västra och Inre Finlands RFV,Western and Inland Finland AVI,"12",Pohjanmaan ELY-keskus,NTM-centralen i Österbotten,Ostrobothnia ELY Centre,"16",Keski-Pohjanmaa,Mellersta Österbotten,Central Ostrobothnia,"0",Yksikielinen suomenkielinen kunta,Enspråkig finsk kommun,Monolingual Finnish-speaking municipality,"161",Kaustinen,Kaustby,Kaustinen,2022,"4",Pohjois- ja Itä-Suomi,Norra och Östra Finland,Northern and Eastern Finland,"17",Keski-Pohjanmaan SHP,Mellersta Österbottens SVD,Central Ostrobothnia Hospital District,FI1,MANNER-SUOMI,FASTLANDSFINLAND,MAINLAND FINLAND,FI1D,Pohjois- ja Itä-Suomi,Norra och Östra Finland,Northern and Eastern Finland,FI1D5,Keski-Pohjanmaa,Mellersta Österbotten,Central Ostrobothnia,"10",Vaasan vaalipiiri,Vasa valkrets,Vaasa constituency,"18",Keski-Pohjanmaan hyvinvointialue,Mellersta Österbottens välfärdsområde,Central Ostrobothnia wellbeing services county,"74",Halsua,Halsua,Halso,"5",Oulun yliopistollisen sairaalan erityisvastuualue,Uleåborgs universitetssjukhus specialupptagningsområdet,Oulu University Hospital specific catchment area,Pohjoinen vakuutuspiiri,5,Norra försäkringsdistriktet,Northern Insurance District,IV kuntaryhmä,4,Kommungrupp IV,Municipality in category IV,17,"226",1.60241651535034
Hämeenkyrö,kunta4500k_2022.41,"108","2022",Tavastkyro,Hämeenkyrö,Hämeenkyrö,Tavastkyro,Hämeenkyrö,"2",Taajaan asutut kunnat,Tätortskommuner,Semi-urban municipalities,"4",Länsi- ja Sisä-Suomen AVI,Västra och Inre Finlands RFV,Western and Inland Finland AVI,"5",Pirkanmaan ELY-keskus,NTM-centralen i Birkaland,Pirkanmaa ELY Centre,"6",Pirkanmaa,Birkaland,Pirkanmaa,"0",Yksikielinen suomenkielinen kunta,Enspråkig finsk kommun,Monolingual Finnish-speaking municipality,"64",Tampere,Tammerfors,Tampere,2022,"3",Länsi-Suomi,Västra Finland,Western Finland,"6",Pirkanmaan SHP,Birkalands SVD,Pirkanmaa Hospital District,FI1,MANNER-SUOMI,FASTLANDSFINLAND,MAINLAND FINLAND,FI19,Länsi-Suomi,Västra Finland,Western Finland,FI197,Pirkanmaa,Birkaland,Pirkanmaa,"7",Pirkanmaan vaalipiiri,Birkalands valkrets,Pirkanmaa constituency,"8",Pirkanmaan hyvinvointialue,Birkalands välfärdsområde,Pirkanmaa wellbeing services county,"108",Hämeenkyrö,Hämeenkyrö,Tavastkyro,"3",Tampereen yliopistollisen sairaalan erityisvastuualue,Tammerfors universitetssjukhus specialupptagningsområdet,Tampere University Hospital specific catchment area,Keskinen vakuutuspiiri,3,Mellersta försäkringsdistriktet,Central Insurance District,IV kuntaryhmä,4,Kommungrupp IV,Municipality in category IV,11.6,"1382",2.98029543905375
Hämeenlinna,kunta4500k_2022.42,"109","2022",Tavastehus,Hämeenlinna,Hämeenlinna,Tavastehus,Hämeenlinna,"1",Kaupunkimaiset kunnat,Urbana kommuner,Urban municipalities,"1",Etelä-Suomen AVI,Södra Finlands RFV,Southern Finland AVI,"4",Hämeen ELY-keskus,NTM-centralen i Tavastland,Häme ELY Centre,"5",Kanta-Häme,Egentliga Tavastland,Kanta-Häme,"0",Yksikielinen suomenkielinen kunta,Enspråkig finsk kommun,Monolingual Finnish-speaking municipality,"51",Hämeenlinna,Tavastehus,Hämeenlinna,2022,"2",Etelä-Suomi,Södra Finland,Southern Finland,"5",Kanta-Hämeen SHP,Centrala Tavastlands SVD,Kanta-Häme Hospital District,FI1,MANNER-SUOMI,FASTLANDSFINLAND,MAINLAND FINLAND,FI1C,Etelä-Suomi,Södra Finland,Southern Finland,FI1C2,Kanta-Häme,Egentliga Tavastland,Kanta-Häme,"6",Hämeen vaalipiiri,Tavastlands valkrets,Häme constituency,"7",Kanta-Hämeen hyvinvointialue,Egentliga Tavastlands välfärdsområde,Kanta-Häme wellbeing services county,"109",Hämeenlinna,Hämeenlinna,Tavastehus,"3",Tampereen yliopistollisen sairaalan erityisvastuualue,Tammerfors universitetssjukhus specialupptagningsområdet,Tampere University Hospital specific catchment area,Keskinen vakuutuspiiri,3,Mellersta försäkringsdistriktet,Central Insurance District,III kuntaryhmä,3,Kommungrupp III,Municipality in category III,13.3,"8668",5.87845028755401
Hamina,kunta4500k_2022.24,"75","2022",Fredrikshamn,Hamina,Hamina,Fredrikshamn,Hamina,"1",Kaupunkimaiset kunnat,Urbana kommuner,Urban municipalities,"1",Etelä-Suomen AVI,Södra Finlands RFV,Southern Finland AVI,"6",Kaakkois-Suomen ELY-keskus,NTM-centralen i Sydöstra Finland,Southeast Finland  ELY Centre,"8",Kymenlaakso,Kymmenedalen,Kymenlaakso,"0",Yksikielinen suomenkielinen kunta,Enspråkig finsk kommun,Monolingual Finnish-speaking municipality,"82",Kotka-Hamina,Kotka-Fredrikshamn,Kotka-Hamina,2022,"2",Etelä-Suomi,Södra Finland,Southern Finland,"8",Kymenlaakson SHP,Kymmenedalens SVD,Kymenlaakso Hospital District,FI1,MANNER-SUOMI,FASTLANDSFINLAND,MAINLAND FINLAND,FI1C,Etelä-Suomi,Södra Finland,Southern Finland,FI1C4,Kymenlaakso,Kymmenedalen,Kymenlaakso,"8",Kaakkois-Suomen vaalipiiri,Sydöstra Finlands valkrets,Southeast Finland constituency,"10",Kymenlaakson hyvinvointialue,Kymmenedalens välfärdsområde,Kymenlaakso wellbeing services county,"75",Hamina,Hamina,Fredrikshamn,"1",Helsingin yliopistollisen keskussairaalan erityisvastuualue,Helsingfors universitetscentralsjukhus specialupptagningsområdet,Helsinki University Hospital specific catchment area,Eteläinen vakuutuspiiri,1,Södra försäkringsdistriktet,Southern Insurance District,IV kuntaryhmä,4,Kommungrupp IV,Municipality in category IV,14.1,"2320",9.24581591234133
